TYPE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,Geocoded_Location
Request for Pothole Repair,PWDx,15-19 Walbridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2108,CM,15-19 Walbridge St,02134,42.34721,-71.13542,Citizens Connect App,"(42.34721, -71.13542)"
Request for Pothole Repair,INFO,47 Orkney Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R3,47 Orkney Rd,02135,42.33699,-71.1501,Citizens Connect App,"(42.33699, -71.1501)"
Request for Pothole Repair,PWDx,55 Monastery Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2111,R1,55 Monastery Rd,02135,42.34503,-71.14744,Citizens Connect App,"(42.34503, -71.14744)"
Request for Pothole Repair,PWDx,518-524 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,A,518-524 Cambridge St,02134,42.352876,-71.138774,Citizens Connect App,"(42.352876, -71.138774)"
Request for Pothole Repair,PWDx,392-398 Chestnut Hill Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,C,392-398 Chestnut Hill Ave,02135,42.335654,-71.149869,Citizens Connect App,"(42.335654, -71.149869)"
Request for Pothole Repair,PWDx,43 Trapelo St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2208,R2,43 Trapelo St,02135,42.34625,-71.15955,Citizens Connect App,"(42.34625, -71.15955)"
Request for Pothole Repair,PWDx,INTERSECTION of Washington St & Winship St  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,,INTERSECTION Washington St & Winship St,,42.357139,-71.051281,Citizens Connect App,"(42.357139, -71.051281)"
Request for Pothole Repair,PWDx,INTERSECTION of Ashford St & Babcock St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,,INTERSECTION Ashford St & Babcock St,,42.30734,-71.062865,Citizens Connect App,"(42.30734, -71.062865)"
Request for Pothole Repair,PWDx,60 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,C,60 Cambridge St,02134,42.359927,-71.119275,Citizens Connect App,"(42.359927, -71.119275)"
Request for Pothole Repair,PWDx,INTERSECTION of Cambridge St & Gordon St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION Cambridge St & Gordon St,,42.325231,-71.06274,Citizens Connect App,"(42.325231, -71.06274)"
Request for Pothole Repair,PWDx,72 Ashford St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R4,72 Ashford St,02134,42.35451,-71.12499,Citizens Connect App,"(42.35451, -71.12499)"
Request for Pothole Repair,PWDx,115 Union St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,R1,115 Union St,02135,42.34629,-71.15257,Citizens Connect App,"(42.34629, -71.15257)"
Request for Pothole Repair,PWDx,1 Western Ave  Boston  MA  02163,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,E,1 Western Ave,02163,42.364315,-71.119362,Citizens Connect App,"(42.364315, -71.119362)"
Request for Pothole Repair,PWDx,28 Boulevard Ter  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2109,R2,28 Boulevard Ter,02135,42.34707,-71.13974,Citizens Connect App,"(42.34707, -71.13974)"
Request for Pothole Repair,PWDx,31 Bennett St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,R1,31 Bennett St,02135,42.35158,-71.1543,Citizens Connect App,"(42.35158, -71.1543)"
Request for Pothole Repair,PWDx,INTERSECTION of Buick St & Commonwealth Ave  Boston  MA,11,04,8,D14,Allston / Brighton,14,Ward 21,2102,,INTERSECTION Buick St & Commonwealth Ave,,42.30077,-71.138253,Citizens Connect App,"(42.30077, -71.138253)"
Request for Pothole Repair,PWDx,INTERSECTION of Beacon St & Malia Ter  Brighton  MA,,04,9,D14,Allston / Brighton,15,Ward 21,2116,,INTERSECTION Beacon St & Malia Ter,,42.287181,-71.061462,Citizens Connect App,"(42.287181, -71.061462)"
Request for Pothole Repair,PWDx,INTERSECTION of Harvester St & Sinclair Rd  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2205,,INTERSECTION Harvester St & Sinclair Rd,,42.33876,-71.04945,Citizens Connect App,"(42.33876, -71.04945)"
Request for Pothole Repair,PWDx,2-2A Eric Rd  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,R2,2-2A Eric Rd,02134,42.35733,-71.13473,Citizens Connect App,"(42.35733, -71.13473)"
Request for Pothole Repair,PWDx,156 Lake St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2208,R2,156 Lake St,02135,42.345847,-71.16278,Citizens Connect App,"(42.345847, -71.16278)"
Request for Pothole Repair,PWDx,INTERSECTION of Brighton Ave & Cambridge St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION Brighton Ave & Cambridge St,,42.314806,-71.070475,Citizens Connect App,"(42.314806, -71.070475)"
Request for Pothole Repair,PWDx,392-398 Chestnut Hill Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,C,392-398 Chestnut Hill Ave,02135,42.335654,-71.149869,Citizens Connect App,"(42.335654, -71.149869)"
Request for Pothole Repair,PWDx,81 Euston Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2111,R3,81 Euston Rd,02135,42.34368,-71.14536,Citizens Connect App,"(42.34368, -71.14536)"
Request for Pothole Repair,PWDx,1922 Beacon St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,C,1922 Beacon St,02135,42.336475,-71.149409,Citizens Connect App,"(42.336475, -71.149409)"
Request for Pothole Repair,PWDx,INTERSECTION of Chestnut Hill Ave & Wiltshire Rd  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,,INTERSECTION Chestnut Hill Ave & Wiltshire Rd,,42.32574,-71.08695,Citizens Connect App,"(42.32574, -71.08695)"
Request for Pothole Repair,INFO,INTERSECTION of Commonwealth Ave & University Brg  Boston  MA,11,10A,8,D4,Allston / Brighton,14,Ward 21,2102,,INTERSECTION Commonwealth Ave & University Brg,,42.311298,-71.106134,Citizens Connect App,"(42.311298, -71.106134)"
Request for Pothole Repair,INFO,INTERSECTION of Commonwealth Ave & University Brg  Boston  MA,11,10A,8,D4,Allston / Brighton,14,Ward 21,2102,,INTERSECTION Commonwealth Ave & University Brg,,42.311298,-71.106134,Citizens Connect App,"(42.311298, -71.106134)"
Request for Pothole Repair,PWDx,270 Parsons St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2211,C,270 Parsons St,02135,42.35807,-71.15852,Citizens Connect App,"(42.35807, -71.15852)"
Request for Pothole Repair,PWDx,INTERSECTION of Kirkwood Rd & South St  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2209,,INTERSECTION Kirkwood Rd & South St,,42.374114,-71.06641,Citizens Connect App,"(42.374114, -71.06641)"
Request for Pothole Repair,PWDx,1359 Commonwealth Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2107,RC,1359 Commonwealth Ave,02134,42.348476,-71.13609,Citizens Connect App,"(42.348476, -71.13609)"
Request for Pothole Repair,PWDx,1762-1754 Commonwealth Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,CM,1762-1754 Commonwealth Ave,02135,42.340714,-71.149997,Citizens Connect App,"(42.340714, -71.149997)"
Request for Pothole Repair,PWDx,INTERSECTION of Beacon St & Malia Ter  Brighton  MA,,04,9,D14,Allston / Brighton,15,Ward 21,2116,,INTERSECTION Beacon St & Malia Ter,,42.287181,-71.061462,Citizens Connect App,"(42.287181, -71.061462)"
Request for Pothole Repair,PWDx,19 Brooksdale Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2211,R1,19 Brooksdale Rd,02135,42.35686,-71.15824,Citizens Connect App,"(42.35686, -71.15824)"
Request for Pothole Repair,PWDx,11 Myrick St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,R3,11 Myrick St,02134,42.35955,-71.13102,Citizens Connect App,"(42.35955, -71.13102)"
Request for Pothole Repair,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,,INTERSECTION Cambridge St & Soldiers Field Rd,,42.35248,-71.13474,Citizens Connect App,"(42.35248, -71.13474)"
Request for Pothole Repair,PWDx,20 Brooksdale Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2211,R1,20 Brooksdale Rd,02135,42.35657,-71.15804,Citizens Connect App,"(42.35657, -71.15804)"
Request for Pothole Repair,PWDx,INTERSECTION of Ashford Ter & Wadsworth St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,,INTERSECTION Ashford Ter & Wadsworth St,,42.29795,-71.05711,Citizens Connect App,"(42.29795, -71.05711)"
Request for Pothole Repair,PWDx,1168 Commonwealth Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,C,1168 Commonwealth Ave,02134,42.35003,-71.12804,Citizens Connect App,"(42.35003, -71.12804)"
Request for Pothole Repair,PWDx,INTERSECTION of Academy Hill Rd & Rushmore St  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2209,,INTERSECTION Academy Hill Rd & Rushmore St,,42.349446,-71.049447,Citizens Connect App,"(42.349446, -71.049447)"
Request for Pothole Repair,PWDx,1 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,22,2201,,1 Cambridge St,02134,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,INTERSECTION of Bertram St & N Harvard St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,,INTERSECTION Bertram St & N Harvard St,,42.29208,-71.15457,Citizens Connect App,"(42.29208, -71.15457)"
Request for Pothole Repair,PWDx,INTERSECTION of Egan Way & Oakland St  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,,,INTERSECTION Egan Way & Oakland St,,42.300845,-71.108114,Citizens Connect App,"(42.300845, -71.108114)"
Request for Pothole Repair,PWDx,40 Perthshire Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2207,R1,40 Perthshire Rd,02135,42.35356,-71.16717,Citizens Connect App,"(42.35356, -71.16717)"
Request for Pothole Repair,PWDx,1943 Beacon St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,E,1943 Beacon St,02135,42.335683,-71.149358,Citizens Connect App,"(42.335683, -71.149358)"
Request for Pothole Repair,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,,INTERSECTION Cambridge St & Soldiers Field Rd,,42.35248,-71.13474,Citizens Connect App,"(42.35248, -71.13474)"
Request for Pothole Repair,PWDx,60 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,C,60 Cambridge St,02134,42.359927,-71.119275,Citizens Connect App,"(42.359927, -71.119275)"
Request for Pothole Repair,INFO,INTERSECTION of Chestnut Hill Ave & Market St  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,,INTERSECTION Chestnut Hill Ave & Market St,,42.325691,-71.087021,Citizens Connect App,"(42.325691, -71.087021)"
Request for Pothole Repair,PWDx,INTERSECTION of Ashford St & Malvern St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,,INTERSECTION Ashford St & Malvern St,,42.30734,-71.062865,Citizens Connect App,"(42.30734, -71.062865)"
Request for Pothole Repair,PWDx,30 Kirkwood Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2209,R2,30 Kirkwood Rd,02135,42.34142,-71.15759,Citizens Connect App,"(42.34142, -71.15759)"
Request for Pothole Repair,PWDx,60 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,C,60 Cambridge St,02134,42.359927,-71.119275,Citizens Connect App,"(42.359927, -71.119275)"
Request for Pothole Repair,PWDx,INTERSECTION of N Harvard St & Western Ave  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,,INTERSECTION N Harvard St & Western Ave,,42.33884,-71.04963,Citizens Connect App,"(42.33884, -71.04963)"
Request for Pothole Repair,PWDx,52 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,I,52 Cambridge St,02134,42.35991,-71.11893,Citizens Connect App,"(42.35991, -71.11893)"
Request for Pothole Repair,INFO,INTERSECTION of Lincoln St & Everett St  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,,INTERSECTION Lincoln St & Everett St,,42.28219,-71.13687,Citizens Connect App,"(42.28219, -71.13687)"
Request for Pothole Repair,BWSC,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,,INTERSECTION Cambridge St & Soldiers Field Rd,,42.35248,-71.13474,Citizens Connect App,"(42.35248, -71.13474)"
Request for Pothole Repair,PWDx,INTERSECTION of Kelton St & Scottfield Rd  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2108,,INTERSECTION Kelton St & Scottfield Rd,,42.29026,-71.05551,Citizens Connect App,"(42.29026, -71.05551)"
Request for Pothole Repair,PWDx,INTERSECTION of Commonwealth Ave & Harry Agganis Way  Boston  MA,11,04,8,D14,Allston / Brighton,14,Ward 21,2102,,INTERSECTION Commonwealth Ave & Harry Agganis Way,,42.31138,-71.106132,Citizens Connect App,"(42.31138, -71.106132)"
Request for Pothole Repair,PWDx,1762-1754 Commonwealth Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,CM,1762-1754 Commonwealth Ave,02135,42.340714,-71.149997,Citizens Connect App,"(42.340714, -71.149997)"
Request for Pothole Repair,PWDx,INTERSECTION of Brighton Ave & Commonwealth Ave  Boston  MA,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,,INTERSECTION Brighton Ave & Commonwealth Ave,,42.31347,-71.07131,Citizens Connect App,"(42.31347, -71.07131)"
Request for Pothole Repair,PWDx,84 Lanark Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R2,84 Lanark Rd,02135,42.34048,-71.147366,Citizens Connect App,"(42.34048, -71.147366)"
Request for Pothole Repair,PWDx,20 Reedsdale St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,R4,20 Reedsdale St,02134,42.351627,-71.129349,Citizens Connect App,"(42.351627, -71.129349)"
Request for Pothole Repair,PWDx,75 Bennett St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2212,R2,75 Bennett St,02135,42.3521,-71.15706,Citizens Connect App,"(42.3521, -71.15706)"
Request for Pothole Repair,PWDx,65 Lanark Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2112,CD,65 Lanark Rd,02135,42.34021,-71.14651,Citizens Connect App,"(42.34021, -71.14651)"
Request for Pothole Repair,PWDx,10 Redford St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,C,10 Redford St,02134,42.34796,-71.13444,Citizens Connect App,"(42.34796, -71.13444)"
Request for Pothole Repair,PWDx,1 Soldiers Field Rd  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,EA,1 Soldiers Field Rd,02134,42.362627,-71.118458,Citizens Connect App,"(42.362627, -71.118458)"
Request for Pothole Repair,PWDx,520 Washington St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2210,R3,520 Washington St,02135,42.34885,-71.16298,Citizens Connect App,"(42.34885, -71.16298)"
Request for Pothole Repair,PWDx,59 Linden St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R3,59 Linden St,02134,42.35319,-71.1303,Citizens Connect App,"(42.35319, -71.1303)"
Request for Pothole Repair,PWDx,INTERSECTION of Brainerd Rd & Kelton St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2108,,INTERSECTION Brainerd Rd & Kelton St,,42.28461,-71.14125,Citizens Connect App,"(42.28461, -71.14125)"
Request for Pothole Repair,PWDx,59-61 Donnybrook Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2211,R2,59-61 Donnybrook Rd,02135,42.354792,-71.161386,Citizens Connect App,"(42.354792, -71.161386)"
Request for Pothole Repair,PWDx,80 Allston St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2107,R2,80 Allston St,02134,42.35062,-71.13601,Citizens Connect App,"(42.35062, -71.13601)"
Request for Pothole Repair,PWDx,10 Camelot Ct  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2109,A,10 Camelot Ct,02134,42.35006,-71.14131,Citizens Connect App,"(42.35006, -71.14131)"
Request for Pothole Repair,INFO,1 Soldiers Field Rd  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,EA,1 Soldiers Field Rd,02134,42.362627,-71.118458,Citizens Connect App,"(42.362627, -71.118458)"
Request for Pothole Repair,PWDx,134A-136 Sutherland Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,A,134A-136 Sutherland Rd,02135,42.340689,-71.147811,Citizens Connect App,"(42.340689, -71.147811)"
Request for Pothole Repair,PWDx,INTERSECTION of Academy Hill Rd & Rushmore St  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2209,,INTERSECTION Academy Hill Rd & Rushmore St,,42.349446,-71.049447,Citizens Connect App,"(42.349446, -71.049447)"
Request for Pothole Repair,PWDx,51 Etna St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2206,R2,51 Etna St,02135,42.35373,-71.14763,Citizens Connect App,"(42.35373, -71.14763)"
Request for Pothole Repair,PWDx,1955-1975 Beacon St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,C,1955-1975 Beacon St,02135,42.33575,-71.14991,Citizens Connect App,"(42.33575, -71.14991)"
Request for Pothole Repair,PWDx,INTERSECTION of Brainerd Rd & Harvard Ave  Allston  MA,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,,INTERSECTION Brainerd Rd & Harvard Ave,,42.2843,-71.14107,Citizens Connect App,"(42.2843, -71.14107)"
Request for Pothole Repair,PWDx,INTERSECTION of Mcdonald Ave & Speedway Ave  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,,INTERSECTION Mcdonald Ave & Speedway Ave,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,INTERSECTION of Allston St & Hollis Pl  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION Allston St & Hollis Pl,,42.374213,-71.058493,Citizens Connect App,"(42.374213, -71.058493)"
Request for Pothole Repair,PWDx,16 Brooksdale Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2211,R1,16 Brooksdale Rd,02135,42.35659,-71.15787,Citizens Connect App,"(42.35659, -71.15787)"
Request for Pothole Repair,PWDx,INTERSECTION of Farrington Ave & Linden St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,,INTERSECTION Farrington Ave & Linden St,,42.348535,-71.069571,Citizens Connect App,"(42.348535, -71.069571)"
Request for Pothole Repair,PWDx,83-87 Harvard Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,C,83-87 Harvard Ave,02134,42.353503,-71.132378,Citizens Connect App,"(42.353503, -71.132378)"
Request for Pothole Repair,PWDx,32 Higgins St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R1,32 Higgins St,02134,42.35228,-71.13585,Citizens Connect App,"(42.35228, -71.13585)"
Request for Pothole Repair,INFO,52 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,I,52 Cambridge St,02134,42.35991,-71.11893,Citizens Connect App,"(42.35991, -71.11893)"
Request for Pothole Repair,PWDx,11 Bennett St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2212,R2,11 Bennett St,02135,42.35127,-71.15306,Citizens Connect App,"(42.35127, -71.15306)"
Request for Pothole Repair,PWDx,11 Scottfield Rd  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2108,A,11 Scottfield Rd,02134,42.347478,-71.136709,Citizens Connect App,"(42.347478, -71.136709)"
Request for Pothole Repair,PWDx,INTERSECTION of Faneuil St & Hobson St  Brighton  MA,11,04,9,D14,Allston / Brighton,15,Ward 22,2207,,INTERSECTION Faneuil St & Hobson St,,42.35269,-71.1553,Citizens Connect App,"(42.35269, -71.1553)"
Request for Pothole Repair,PWDx,61 Selkirk Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,A,61 Selkirk Rd,02135,42.33959,-71.14951,Citizens Connect App,"(42.33959, -71.14951)"
Request for Pothole Repair,PWDx,1657 Commonwealth Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2111,CD,1657 Commonwealth Ave,02135,42.34248,-71.14486,Citizens Connect App,"(42.34248, -71.14486)"
Request for Pothole Repair,PWDx,17-19 Price Rd  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2107,R2,17-19 Price Rd,02134,42.35004,-71.13532,Citizens Connect App,"(42.35004, -71.13532)"
Request for Pothole Repair,PWDx,42 Strathmore Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,RC,42 Strathmore Rd,02135,42.337328,-71.14744,Citizens Connect App,"(42.337328, -71.14744)"
Request for Pothole Repair,PWDx,524 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,A,524 Cambridge St,02134,42.352876,-71.138774,Citizens Connect App,"(42.352876, -71.138774)"
Request for Pothole Repair,PWDx,14-6 Radcliffe Rd  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,CM,14-6 Radcliffe Rd,02134,42.350827,-71.134484,Citizens Connect App,"(42.350827, -71.134484)"
Request for Pothole Repair,PWDx,INTERSECTION of Cambridge St & Gordon St  Allston  MA,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION Cambridge St & Gordon St,,42.325231,-71.06274,Citizens Connect App,"(42.325231, -71.06274)"
